P (MPa)	T (°C)	V (m3/kg)	U (kJ/kg)	H (kJ/kg)	S [kJ/(kg K)]	Phase	Rho (kg/m^3)
0.35	125	0.001065	524.8	525.2	1.581	liquid	938.9671362
0.4	125	0.001065	524.8	525.2	1.581	liquid	938.9671362
0.45	125	0.001065	524.7	525.2	1.581	liquid	938.9671362
0.5	125	0.001065	524.7	525.3	1.581	liquid	938.9671362
0.55	125	0.001065	524.7	525.3	1.581	liquid	938.9671362
0.6	125	0.001065	524.7	525.3	1.581	liquid	938.9671362
0.65	125	0.001065	524.7	525.4	1.581	liquid	938.9671362
0.7	125	0.001065	524.7	525.4	1.581	liquid	938.9671362
0.75	125	0.001065	524.6	525.4	1.581	liquid	938.9671362
0.8	125	0.001065	524.6	525.5	1.581	liquid	938.9671362
0.9	125	0.001065	524.6	525.5	1.581	liquid	938.9671362
7.5	130	0.001065	543.3	551.3	1.628	liquid	938.9671362
8	130	0.001065	543.1	551.6	1.627	liquid	938.9671362
9	130	0.001065	542.7	552.3	1.626	liquid	938.9671362
16	135	0.001065	561.2	578.2	1.672	liquid	938.9671362
17	135	0.001065	560.8	578.9	1.671	liquid	938.9671362
25	140	0.001065	578.8	605.4	1.715	liquid	938.9671362
0.24	126.1	0.001066	529.4	529.6	1.593	saturated liquid	938.0863039
6	130	0.001066	543.9	550.3	1.629	liquid	938.0863039
6.5	130	0.001066	543.7	550.6	1.629	liquid	938.0863039
7	130	0.001066	543.5	551	1.628	liquid	938.0863039
15	135	0.001066	561.6	577.6	1.673	liquid	938.0863039
4.5	130	0.001067	544.4	549.3	1.631	liquid	937.2071228
5	130	0.001067	544.3	549.6	1.63	liquid	937.2071228
5.5	130	0.001067	544.1	549.9	1.63	liquid	937.2071228
13	135	0.001067	562.3	576.2	1.675	liquid	937.2071228
14	135	0.001067	562	576.9	1.674	liquid	937.2071228
22	140	0.001067	579.9	603.4	1.718	liquid	937.2071228
30	145	0.001067	597.8	629.8	1.761	liquid	937.2071228
0.26	128.7	0.001068	540.6	540.9	1.621	saturated liquid	936.329588
2.5	130	0.001068	545.2	547.9	1.633	liquid	936.329588
3	130	0.001068	545	548.2	1.632	liquid	936.329588
3.5	130	0.001068	544.8	548.6	1.632	liquid	936.329588
4	130	0.001068	544.6	548.9	1.631	liquid	936.329588
11	135	0.001068	563.1	574.9	1.677	liquid	936.329588
12	135	0.001068	562.7	575.6	1.676	liquid	936.329588
19	140	0.001068	581.1	601.4	1.72	liquid	936.329588
20	140	0.001068	580.7	602.1	1.719	liquid	936.329588
0.65	130	0.001069	545.9	546.6	1.634	liquid	935.453695
0.7	130	0.001069	545.9	546.7	1.634	liquid	935.453695
0.75	130	0.001069	545.9	546.7	1.634	liquid	935.453695
0.8	130	0.001069	545.9	546.7	1.634	liquid	935.453695
0.9	130	0.001069	545.8	546.8	1.634	liquid	935.453695
1	130	0.001069	545.8	546.9	1.634	liquid	935.453695
1.1	130	0.001069	545.8	547	1.634	liquid	935.453695
1.2	130	0.001069	545.7	547	1.634	liquid	935.453695
1.3	130	0.001069	545.7	547.1	1.634	liquid	935.453695
1.4	130	0.001069	545.7	547.2	1.634	liquid	935.453695
1.5	130	0.001069	545.6	547.2	1.633	liquid	935.453695
1.6	130	0.001069	545.6	547.3	1.633	liquid	935.453695
1.8	130	0.001069	545.5	547.4	1.633	liquid	935.453695
2	130	0.001069	545.4	547.6	1.633	liquid	935.453695
2.2	130	0.001069	545.3	547.7	1.633	liquid	935.453695
9	135	0.001069	563.9	573.5	1.679	liquid	935.453695
10	135	0.001069	563.5	574.2	1.678	liquid	935.453695
18	140	0.001069	581.5	600.7	1.721	liquid	935.453695
0.28	130	0.00107	546.1	546.4	1.635	liquid	934.5794393
0.3	130	0.00107	546.1	546.4	1.635	liquid	934.5794393
0.35	130	0.00107	546.1	546.4	1.635	liquid	934.5794393
0.4	130	0.00107	546	546.5	1.635	liquid	934.5794393
0.45	130	0.00107	546	546.5	1.635	liquid	934.5794393
0.5	130	0.00107	546	546.5	1.634	liquid	934.5794393
0.55	130	0.00107	546	546.6	1.634	liquid	934.5794393
0.6	130	0.00107	546	546.6	1.634	liquid	934.5794393
7.5	135	0.00107	564.5	572.5	1.68	liquid	934.5794393
8	135	0.00107	564.3	572.9	1.68	liquid	934.5794393
16	140	0.00107	582.3	599.4	1.723	liquid	934.5794393
17	140	0.00107	581.9	600.1	1.722	liquid	934.5794393
25	145	0.00107	599.8	626.5	1.765	liquid	934.5794393
0.28	131.2	0.001071	551.1	551.4	1.647	saturated liquid	933.7068161
6	135	0.001071	565.1	571.5	1.682	liquid	933.7068161
6.5	135	0.001071	564.9	571.9	1.681	liquid	933.7068161
7	135	0.001071	564.7	572.2	1.681	liquid	933.7068161
14	140	0.001071	583.1	598.1	1.725	liquid	933.7068161
15	140	0.001071	582.7	598.8	1.724	liquid	933.7068161
4	135	0.001072	565.9	570.2	1.684	liquid	932.8358209
4.5	135	0.001072	565.7	570.5	1.683	liquid	932.8358209
5	135	0.001072	565.5	570.9	1.683	liquid	932.8358209
5.5	135	0.001072	565.3	571.2	1.682	liquid	932.8358209
13	140	0.001072	583.5	597.4	1.726	liquid	932.8358209
22	145	0.001072	601	624.5	1.768	liquid	932.8358209
30	150	0.001072	618.7	650.9	1.811	liquid	932.8358209
0.3	133.5	0.001073	561.1	561.4	1.672	saturated liquid	931.9664492
2.2	135	0.001073	566.6	569	1.685	liquid	931.9664492
2.5	135	0.001073	566.5	569.2	1.685	liquid	931.9664492
3	135	0.001073	566.3	569.5	1.685	liquid	931.9664492
3.5	135	0.001073	566.1	569.9	1.684	liquid	931.9664492
11	140	0.001073	584.3	596.1	1.728	liquid	931.9664492
12	140	0.001073	583.9	596.8	1.727	liquid	931.9664492
19	145	0.001073	602.2	622.6	1.771	liquid	931.9664492
20	145	0.001073	601.8	623.2	1.77	liquid	931.9664492
0.6	135	0.001074	567.3	567.9	1.687	liquid	931.0986965
0.65	135	0.001074	567.3	568	1.687	liquid	931.0986965
0.7	135	0.001074	567.2	568	1.687	liquid	931.0986965
0.75	135	0.001074	567.2	568	1.687	liquid	931.0986965
0.8	135	0.001074	567.2	568.1	1.687	liquid	931.0986965
0.9	135	0.001074	567.2	568.1	1.687	liquid	931.0986965
1	135	0.001074	567.1	568.2	1.687	liquid	931.0986965
1.1	135	0.001074	567.1	568.3	1.686	liquid	931.0986965
1.2	135	0.001074	567	568.3	1.686	liquid	931.0986965
1.3	135	0.001074	567	568.4	1.686	liquid	931.0986965
1.4	135	0.001074	567	568.5	1.686	liquid	931.0986965
1.5	135	0.001074	566.9	568.5	1.686	liquid	931.0986965
1.6	135	0.001074	566.9	568.6	1.686	liquid	931.0986965
1.8	135	0.001074	566.8	568.7	1.686	liquid	931.0986965
2	135	0.001074	566.7	568.9	1.686	liquid	931.0986965
9	140	0.001074	585.1	594.8	1.73	liquid	931.0986965
10	140	0.001074	584.7	595.5	1.729	liquid	931.0986965
18	145	0.001074	602.6	621.9	1.772	liquid	931.0986965
0.35	135	0.001075	567.4	567.8	1.687	liquid	930.2325581
0.4	135	0.001075	567.4	567.8	1.687	liquid	930.2325581
0.45	135	0.001075	567.4	567.8	1.687	liquid	930.2325581
0.5	135	0.001075	567.3	567.9	1.687	liquid	930.2325581
0.55	135	0.001075	567.3	567.9	1.687	liquid	930.2325581
7.5	140	0.001075	585.7	593.8	1.732	liquid	930.2325581
8	140	0.001075	585.5	594.1	1.731	liquid	930.2325581
16	145	0.001075	603.4	620.6	1.774	liquid	930.2325581
17	145	0.001075	603	621.3	1.773	liquid	930.2325581
25	150	0.001075	620.8	647.7	1.816	liquid	930.2325581
6	140	0.001076	586.4	592.8	1.733	liquid	929.3680297
6.5	140	0.001076	586.2	593.2	1.733	liquid	929.3680297
7	140	0.001076	586	593.5	1.732	liquid	929.3680297
14	145	0.001076	604.3	619.3	1.776	liquid	929.3680297
15	145	0.001076	603.8	620	1.775	liquid	929.3680297
4	140	0.001077	587.2	591.5	1.735	liquid	928.5051068
4.5	140	0.001077	587	591.9	1.735	liquid	928.5051068
5	140	0.001077	586.8	592.2	1.734	liquid	928.5051068
5.5	140	0.001077	586.6	592.5	1.734	liquid	928.5051068
13	145	0.001077	604.7	618.7	1.778	liquid	928.5051068
22	150	0.001077	622	645.7	1.819	liquid	928.5051068
30	155	0.001077	639.7	672	1.86	liquid	928.5051068
2.5	140	0.001078	587.9	590.6	1.737	liquid	927.6437848
3	140	0.001078	587.6	590.9	1.737	liquid	927.6437848
3.5	140	0.001078	587.4	591.2	1.736	liquid	927.6437848
11	145	0.001078	605.5	617.4	1.78	liquid	927.6437848
12	145	0.001078	605.1	618	1.779	liquid	927.6437848
20	150	0.001078	622.9	644.5	1.821	liquid	927.6437848
0.35	138.9	0.001079	583.9	584.3	1.727	saturated liquid	926.7840593
0.8	140	0.001079	588.6	589.5	1.739	liquid	926.7840593
0.9	140	0.001079	588.5	589.5	1.739	liquid	926.7840593
1	140	0.001079	588.5	589.6	1.739	liquid	926.7840593
1.1	140	0.001079	588.5	589.6	1.738	liquid	926.7840593
1.2	140	0.001079	588.4	589.7	1.738	liquid	926.7840593
1.3	140	0.001079	588.4	589.8	1.738	liquid	926.7840593
1.4	140	0.001079	588.3	589.8	1.738	liquid	926.7840593
1.5	140	0.001079	588.3	589.9	1.738	liquid	926.7840593
1.6	140	0.001079	588.2	590	1.738	liquid	926.7840593
1.8	140	0.001079	588.1	590.1	1.738	liquid	926.7840593
2	140	0.001079	588.1	590.2	1.738	liquid	926.7840593
2.2	140	0.001079	588	590.4	1.737	liquid	926.7840593
10	145	0.001079	606	616.8	1.781	liquid	926.7840593
18	150	0.001079	623.7	643.2	1.823	liquid	926.7840593
19	150	0.001079	623.3	643.8	1.822	liquid	926.7840593
0.4	140	0.00108	588.8	589.2	1.739	liquid	925.9259259
0.45	140	0.00108	588.7	589.2	1.739	liquid	925.9259259
0.5	140	0.00108	588.7	589.3	1.739	liquid	925.9259259
0.55	140	0.00108	588.7	589.3	1.739	liquid	925.9259259
0.6	140	0.00108	588.7	589.3	1.739	liquid	925.9259259
0.65	140	0.00108	588.6	589.4	1.739	liquid	925.9259259
0.7	140	0.00108	588.6	589.4	1.739	liquid	925.9259259
0.75	140	0.00108	588.6	589.4	1.739	liquid	925.9259259
7.5	145	0.00108	607	615.2	1.783	liquid	925.9259259
8	145	0.00108	606.8	615.5	1.783	liquid	925.9259259
9	145	0.00108	606.4	616.1	1.782	liquid	925.9259259
16	150	0.00108	624.6	641.9	1.825	liquid	925.9259259
17	150	0.00108	624.2	642.5	1.824	liquid	925.9259259
25	155	0.00108	641.9	668.9	1.865	liquid	925.9259259
6	145	0.001081	607.7	614.2	1.785	liquid	925.0693802
6.5	145	0.001081	607.5	614.5	1.784	liquid	925.0693802
7	145	0.001081	607.3	614.8	1.784	liquid	925.0693802
15	150	0.001081	625.1	641.3	1.826	liquid	925.0693802
4.5	145	0.001082	608.4	613.2	1.786	liquid	924.2144177
5	145	0.001082	608.1	613.6	1.786	liquid	924.2144177
5.5	145	0.001082	607.9	613.9	1.785	liquid	924.2144177
13	150	0.001082	625.9	640	1.828	liquid	924.2144177
14	150	0.001082	625.5	640.6	1.827	liquid	924.2144177
22	155	0.001082	643.2	667	1.869	liquid	924.2144177
30	160	0.001082	660.7	693.2	1.909	liquid	924.2144177
3	145	0.001083	609	612.3	1.788	liquid	923.3610342
3.5	145	0.001083	608.8	612.6	1.787	liquid	923.3610342
4	145	0.001083	608.6	612.9	1.787	liquid	923.3610342
12	150	0.001083	626.4	639.4	1.829	liquid	923.3610342
20	155	0.001083	644.1	665.7	1.871	liquid	923.3610342
0.4	143.6	0.001084	604.2	604.7	1.777	saturated liquid	922.5092251
1.3	145	0.001084	609.8	611.2	1.79	liquid	922.5092251
1.4	145	0.001084	609.7	611.3	1.79	liquid	922.5092251
1.5	145	0.001084	609.7	611.3	1.79	liquid	922.5092251
1.6	145	0.001084	609.7	611.4	1.79	liquid	922.5092251
1.8	145	0.001084	609.6	611.5	1.789	liquid	922.5092251
2	145	0.001084	609.5	611.6	1.789	liquid	922.5092251
2.2	145	0.001084	609.4	611.8	1.789	liquid	922.5092251
2.5	145	0.001084	609.3	612	1.789	liquid	922.5092251
10	150	0.001084	627.3	638.1	1.831	liquid	922.5092251
11	150	0.001084	626.8	638.7	1.83	liquid	922.5092251
18	155	0.001084	644.9	664.5	1.873	liquid	922.5092251
19	155	0.001084	644.5	665.1	1.872	liquid	922.5092251
0.45	145	0.001085	610.2	610.7	1.791	liquid	921.6589862
0.5	145	0.001085	610.1	610.7	1.791	liquid	921.6589862
0.55	145	0.001085	610.1	610.7	1.791	liquid	921.6589862
0.6	145	0.001085	610.1	610.8	1.791	liquid	921.6589862
0.65	145	0.001085	610.1	610.8	1.791	liquid	921.6589862
0.7	145	0.001085	610.1	610.8	1.79	liquid	921.6589862
0.75	145	0.001085	610	610.9	1.79	liquid	921.6589862
0.8	145	0.001085	610	610.9	1.79	liquid	921.6589862
0.9	145	0.001085	610	610.9	1.79	liquid	921.6589862
1	145	0.001085	609.9	611	1.79	liquid	921.6589862
1.1	145	0.001085	609.9	611.1	1.79	liquid	921.6589862
1.2	145	0.001085	609.8	611.1	1.79	liquid	921.6589862
9	150	0.001085	627.7	637.5	1.832	liquid	921.6589862
17	155	0.001085	645.4	663.9	1.874	liquid	921.6589862
25	160	0.001085	663	690.1	1.915	liquid	921.6589862
6.5	150	0.001086	628.9	635.9	1.835	liquid	920.8103131
7	150	0.001086	628.6	636.2	1.835	liquid	920.8103131
7.5	150	0.001086	628.4	636.5	1.834	liquid	920.8103131
8	150	0.001086	628.2	636.9	1.834	liquid	920.8103131
15	155	0.001086	646.3	662.6	1.876	liquid	920.8103131
16	155	0.001086	645.9	663.2	1.875	liquid	920.8103131
5	150	0.001087	629.5	635	1.837	liquid	919.9632015
5.5	150	0.001087	629.3	635.3	1.836	liquid	919.9632015
6	150	0.001087	629.1	635.6	1.836	liquid	919.9632015
14	155	0.001087	646.8	662	1.877	liquid	919.9632015
22	160	0.001087	664.3	688.3	1.918	liquid	919.9632015
0.45	147.9	0.001088	622.7	623.1	1.821	saturated liquid	919.1176471
3.5	150	0.001088	630.2	634.1	1.838	liquid	919.1176471
4	150	0.001088	630	634.4	1.838	liquid	919.1176471
4.5	150	0.001088	629.8	634.7	1.837	liquid	919.1176471
12	155	0.001088	647.7	660.8	1.879	liquid	919.1176471
13	155	0.001088	647.2	661.4	1.878	liquid	919.1176471
30	165	0.001088	681.8	714.5	1.958	liquid	919.1176471
2	150	0.001089	630.9	633.1	1.84	liquid	918.2736455
2.2	150	0.001089	630.8	633.2	1.84	liquid	918.2736455
2.5	150	0.001089	630.7	633.4	1.84	liquid	918.2736455
3	150	0.001089	630.5	633.7	1.839	liquid	918.2736455
11	155	0.001089	648.2	660.1	1.881	liquid	918.2736455
19	160	0.001089	665.7	686.4	1.921	liquid	918.2736455
20	160	0.001089	665.3	687.1	1.92	liquid	918.2736455
0.5	150	0.00109	631.6	632.2	1.842	liquid	917.4311927
0.55	150	0.00109	631.6	632.2	1.842	liquid	917.4311927
0.6	150	0.00109	631.6	632.3	1.842	liquid	917.4311927
0.65	150	0.00109	631.6	632.3	1.842	liquid	917.4311927
0.7	150	0.00109	631.6	632.3	1.842	liquid	917.4311927
0.75	150	0.00109	631.5	632.4	1.842	liquid	917.4311927
0.8	150	0.00109	631.5	632.4	1.841	liquid	917.4311927
0.9	150	0.00109	631.5	632.4	1.841	liquid	917.4311927
1	150	0.00109	631.4	632.5	1.841	liquid	917.4311927
1.1	150	0.00109	631.4	632.6	1.841	liquid	917.4311927
1.2	150	0.00109	631.3	632.6	1.841	liquid	917.4311927
1.3	150	0.00109	631.3	632.7	1.841	liquid	917.4311927
1.4	150	0.00109	631.2	632.8	1.841	liquid	917.4311927
1.5	150	0.00109	631.2	632.8	1.841	liquid	917.4311927
1.6	150	0.00109	631.1	632.9	1.841	liquid	917.4311927
1.8	150	0.00109	631	633	1.84	liquid	917.4311927
9	155	0.00109	649.1	658.9	1.883	liquid	917.4311927
10	155	0.00109	648.6	659.5	1.882	liquid	917.4311927
18	160	0.00109	666.2	685.8	1.923	liquid	917.4311927
7.5	155	0.001091	649.8	658	1.885	liquid	916.5902841
8	155	0.001091	649.6	658.3	1.884	liquid	916.5902841
16	160	0.001091	667.2	684.6	1.925	liquid	916.5902841
17	160	0.001091	666.7	685.2	1.924	liquid	916.5902841
25	165	0.001091	684.2	711.4	1.964	liquid	916.5902841
6	155	0.001092	650.5	657.1	1.886	liquid	915.7509158
6.5	155	0.001092	650.3	657.4	1.886	liquid	915.7509158
7	155	0.001092	650	657.7	1.885	liquid	915.7509158
15	160	0.001092	667.6	684	1.926	liquid	915.7509158
0.5	151.8	0.001093	639.5	640.1	1.86	saturated liquid	914.9130833
4.5	155	0.001093	651.3	656.2	1.888	liquid	914.9130833
5	155	0.001093	651	656.5	1.887	liquid	914.9130833
5.5	155	0.001093	650.8	656.8	1.887	liquid	914.9130833
13	160	0.001093	668.6	682.8	1.928	liquid	914.9130833
14	160	0.001093	668.1	683.4	1.927	liquid	914.9130833
22	165	0.001093	685.6	709.6	1.967	liquid	914.9130833
30	170	0.001093	703	735.8	2.007	liquid	914.9130833
3	155	0.001094	652	655.3	1.89	liquid	914.0767824
3.5	155	0.001094	651.7	655.6	1.889	liquid	914.0767824
4	155	0.001094	651.5	655.9	1.888	liquid	914.0767824
12	160	0.001094	669.1	682.2	1.929	liquid	914.0767824
20	165	0.001094	686.6	708.4	1.969	liquid	914.0767824
1.5	155	0.001095	652.7	654.4	1.891	liquid	913.2420091
1.6	155	0.001095	652.7	654.4	1.891	liquid	913.2420091
1.8	155	0.001095	652.6	654.5	1.891	liquid	913.2420091
2	155	0.001095	652.5	654.7	1.891	liquid	913.2420091
2.2	155	0.001095	652.4	654.8	1.891	liquid	913.2420091
2.5	155	0.001095	652.2	655	1.89	liquid	913.2420091
10	160	0.001095	670.1	681	1.932	liquid	913.2420091
11	160	0.001095	669.6	681.6	1.93	liquid	913.2420091
19	165	0.001095	687	707.8	1.971	liquid	913.2420091
0.55	155	0.001096	653.2	653.8	1.892	liquid	912.4087591
0.6	155	0.001096	653.2	653.8	1.892	liquid	912.4087591
0.65	155	0.001096	653.1	653.9	1.892	liquid	912.4087591
0.7	155	0.001096	653.1	653.9	1.892	liquid	912.4087591
0.75	155	0.001096	653.1	653.9	1.892	liquid	912.4087591
0.8	155	0.001096	653.1	653.9	1.892	liquid	912.4087591
0.9	155	0.001096	653	654	1.892	liquid	912.4087591
1	155	0.001096	653	654.1	1.892	liquid	912.4087591
1.1	155	0.001096	652.9	654.1	1.892	liquid	912.4087591
1.2	155	0.001096	652.9	654.2	1.892	liquid	912.4087591
1.3	155	0.001096	652.8	654.2	1.892	liquid	912.4087591
1.4	155	0.001096	652.8	654.3	1.891	liquid	912.4087591
9	160	0.001096	670.5	680.4	1.933	liquid	912.4087591
17	165	0.001096	688	706.7	1.973	liquid	912.4087591
18	165	0.001096	687.5	707.3	1.972	liquid	912.4087591
0.55	155.5	0.001097	655.2	655.8	1.897	saturated liquid	911.5770283
7	160	0.001097	671.5	679.2	1.935	liquid	911.5770283
7.5	160	0.001097	671.3	679.5	1.934	liquid	911.5770283
8	160	0.001097	671	679.8	1.934	liquid	911.5770283
16	165	0.001097	688.5	706.1	1.974	liquid	911.5770283
25	170	0.001097	705.4	732.8	2.012	liquid	911.5770283
5.5	160	0.001098	672.3	678.3	1.937	liquid	910.7468124
6	160	0.001098	672	678.6	1.936	liquid	910.7468124
6.5	160	0.001098	671.8	678.9	1.936	liquid	910.7468124
14	165	0.001098	689.5	704.9	1.976	liquid	910.7468124
15	165	0.001098	689	705.5	1.975	liquid	910.7468124
4.5	160	0.001099	672.8	677.8	1.938	liquid	909.9181074
5	160	0.001099	672.5	678	1.937	liquid	909.9181074
13	165	0.001099	690	704.3	1.978	liquid	909.9181074
22	170	0.001099	706.9	731.1	2.016	liquid	909.9181074
30	175	0.001099	724.1	757.1	2.055	liquid	909.9181074
3	160	0.0011	673.6	676.9	1.94	liquid	909.0909091
3.5	160	0.0011	673.3	677.2	1.939	liquid	909.0909091
4	160	0.0011	673.1	677.5	1.939	liquid	909.0909091
11	165	0.0011	691	703.1	1.98	liquid	909.0909091
12	165	0.0011	690.5	703.7	1.979	liquid	909.0909091
20	170	0.0011	707.9	729.9	2.018	liquid	909.0909091
0.6	158.8	0.001101	669.7	670.4	1.931	saturated liquid	908.2652134
1.4	160	0.001101	674.4	675.9	1.942	liquid	908.2652134
1.5	160	0.001101	674.3	676	1.942	liquid	908.2652134
1.6	160	0.001101	674.3	676.1	1.941	liquid	908.2652134
1.8	160	0.001101	674.2	676.2	1.941	liquid	908.2652134
2	160	0.001101	674.1	676.3	1.941	liquid	908.2652134
2.2	160	0.001101	674	676.4	1.941	liquid	908.2652134
2.5	160	0.001101	673.8	676.6	1.94	liquid	908.2652134
10	165	0.001101	691.5	702.6	1.981	liquid	908.2652134
18	170	0.001101	708.9	728.7	2.02	liquid	908.2652134
19	170	0.001101	708.4	729.3	2.019	liquid	908.2652134
0.65	160	0.001102	674.8	675.5	1.943	liquid	907.4410163
0.7	160	0.001102	674.7	675.5	1.943	liquid	907.4410163
0.75	160	0.001102	674.7	675.6	1.942	liquid	907.4410163
0.8	160	0.001102	674.7	675.6	1.942	liquid	907.4410163
0.9	160	0.001102	674.6	675.6	1.942	liquid	907.4410163
1	160	0.001102	674.6	675.7	1.942	liquid	907.4410163
1.1	160	0.001102	674.5	675.8	1.942	liquid	907.4410163
1.2	160	0.001102	674.5	675.8	1.942	liquid	907.4410163
1.3	160	0.001102	674.4	675.9	1.942	liquid	907.4410163
9	165	0.001102	692.1	702	1.982	liquid	907.4410163
17	170	0.001102	709.4	728.2	2.022	liquid	907.4410163
25	175	0.001102	726.7	754.3	2.06	liquid	907.4410163
7	165	0.001103	693.1	700.8	1.985	liquid	906.6183137
7.5	165	0.001103	692.8	701.1	1.984	liquid	906.6183137
8	165	0.001103	692.6	701.4	1.983	liquid	906.6183137
16	170	0.001103	709.9	727.6	2.023	liquid	906.6183137
0.65	162	0.001104	683.4	684.1	1.962	saturated liquid	905.7971014
5.5	165	0.001104	693.9	700	1.986	liquid	905.7971014
6	165	0.001104	693.6	700.3	1.986	liquid	905.7971014
6.5	165	0.001104	693.4	700.5	1.985	liquid	905.7971014
14	170	0.001104	711	726.5	2.025	liquid	905.7971014
15	170	0.001104	710.5	727	2.024	liquid	905.7971014
4.5	165	0.001105	694.4	699.4	1.988	liquid	904.9773756
5	165	0.001105	694.2	699.7	1.987	liquid	904.9773756
13	170	0.001105	711.5	725.9	2.026	liquid	904.9773756
22	175	0.001105	728.2	752.5	2.064	liquid	904.9773756
30	180	0.001105	745.4	778.5	2.102	liquid	904.9773756
3	165	0.001106	695.2	698.5	1.99	liquid	904.159132
3.5	165	0.001106	694.9	698.8	1.989	liquid	904.159132
4	165	0.001106	694.7	699.1	1.988	liquid	904.159132
12	170	0.001106	712	725.3	2.028	liquid	904.159132
20	175	0.001106	729.3	751.4	2.066	liquid	904.159132
1.5	165	0.001107	696	697.7	1.991	liquid	903.3423668
1.6	165	0.001107	696	697.7	1.991	liquid	903.3423668
1.8	165	0.001107	695.9	697.9	1.991	liquid	903.3423668
2	165	0.001107	695.8	698	1.991	liquid	903.3423668
2.2	165	0.001107	695.6	698.1	1.991	liquid	903.3423668
2.5	165	0.001107	695.5	698.3	1.99	liquid	903.3423668
10	170	0.001107	713.1	724.2	2.03	liquid	903.3423668
11	170	0.001107	712.6	724.8	2.029	liquid	903.3423668
18	175	0.001107	730.4	750.3	2.069	liquid	903.3423668
19	175	0.001107	729.8	750.9	2.068	liquid	903.3423668
0.7	164.9	0.001108	696.2	697	1.992	saturated liquid	902.5270758
0.75	165	0.001108	696.4	697.3	1.992	liquid	902.5270758
0.8	165	0.001108	696.4	697.3	1.992	liquid	902.5270758
0.9	165	0.001108	696.4	697.4	1.992	liquid	902.5270758
1	165	0.001108	696.3	697.4	1.992	liquid	902.5270758
1.1	165	0.001108	696.2	697.5	1.992	liquid	902.5270758
1.2	165	0.001108	696.2	697.5	1.992	liquid	902.5270758
1.3	165	0.001108	696.1	697.6	1.992	liquid	902.5270758
1.4	165	0.001108	696.1	697.6	1.991	liquid	902.5270758
9	170	0.001108	713.6	723.6	2.031	liquid	902.5270758
17	175	0.001108	730.9	749.7	2.07	liquid	902.5270758
25	180	0.001108	748	775.8	2.108	liquid	902.5270758
7	170	0.001109	714.7	722.5	2.034	liquid	901.7132552
7.5	170	0.001109	714.5	722.8	2.033	liquid	901.7132552
8	170	0.001109	714.2	723.1	2.033	liquid	901.7132552
16	175	0.001109	731.4	749.2	2.071	liquid	901.7132552
6	170	0.00111	715.3	722	2.035	liquid	900.9009009
6.5	170	0.00111	715	722.2	2.034	liquid	900.9009009
14	175	0.00111	732.5	748.1	2.074	liquid	900.9009009
15	175	0.00111	732	748.6	2.073	liquid	900.9009009
